company_id,mfa_status,edr_deployed,patch_velocity,open_vulnerabilities,backup_type,training_freq,pen_test_age
78217,1,0,16,61,Cloud-only,4,32
78218,0,0,87,429,Cloud-only,1,10
78219,0,1,112,412,Offline,4,22
78220,1,1,8,39,Cloud-only,2,6
78221,1,0,94,420,Cloud-only,2,33
78222,1,1,18,39,Cloud-only,1,7
78223,0,1,44,171,On-premise,0,23
78224,1,0,112,509,Cloud-only,4,19
78225,1,0,39,172,Offline,4,4
78226,1,1,111,258,Offline,3,17
78227,1,1,32,66,Cloud-only,3,22
78228,0,0,42,115,Offline,0,25
78229,1,0,91,412,Cloud-only,1,4
78230,1,0,116,343,On-premise,0,10
78231,1,0,17,48,Cloud-only,0,10
78232,0,1,11,26,On-premise,1,6
78233,0,0,66,136,Cloud-only,1,33
78234,0,1,45,187,Cloud-only,4,18
78235,1,1,9,40,Cloud-only,2,19
78236,1,0,56,170,Cloud-only,3,33
78237,0,1,114,445,Offline,4,32
78238,1,0,42,104,Offline,4,14
78239,1,0,91,308,Cloud-only,4,21
78240,1,1,109,498,Offline,1,9
78241,1,1,26,58,On-premise,1,25
78242,1,1,53,250,Cloud-only,4,7
78243,1,0,89,187,On-premise,3,30
78244,0,1,79,278,Cloud-only,3,14
78245,1,1,33,81,Cloud-only,3,3
78246,0,1,20,96,Offline,3,25
78247,0,1,17,55,On-premise,4,8
78248,1,1,29,87,Cloud-only,0,19
78249,1,1,83,260,Cloud-only,2,9
78250,0,0,66,316,On-premise,4,3
78251,0,1,45,112,Cloud-only,1,30
78252,0,1,84,330,On-premise,3,18
78253,0,1,110,503,Offline,0,28
78254,0,1,6,25,Cloud-only,3,12
78255,0,0,31,92,Offline,0,17
78256,1,1,84,267,On-premise,3,31
78257,1,0,45,187,Offline,3,11
78258,1,1,16,38,Cloud-only,0,11
78259,1,1,58,223,Cloud-only,4,28
78260,1,1,35,158,Cloud-only,0,20
78261,1,1,52,182,Cloud-only,3,13
78262,1,0,115,300,Offline,2,10
78263,0,1,55,174,Cloud-only,0,12
78264,0,0,95,471,Cloud-only,4,16
78265,1,1,44,146,Cloud-only,3,2
78266,1,0,10,25,On-premise,3,19
78267,0,1,90,438,Cloud-only,0,26
78268,0,1,91,347,On-premise,4,18
78269,1,1,98,464,On-premise,3,25
78270,1,0,80,292,Cloud-only,0,33
78271,1,1,71,247,Cloud-only,2,16
78272,1,0,68,273,Cloud-only,4,25
78273,0,1,95,291,Offline,3,15
78274,1,1,67,236,Cloud-only,3,9
78275,1,0,7,19,Cloud-only,3,28
78276,1,1,82,405,Cloud-only,2,8
78277,0,1,95,224,Offline,0,12
78278,1,1,15,36,Cloud-only,0,8
78279,0,1,33,150,Cloud-only,1,17
78280,1,1,8,19,Cloud-only,3,16
78281,1,1,27,130,Cloud-only,2,35
78282,0,0,19,72,Cloud-only,4,14
78283,0,1,108,383,Cloud-only,2,22
78284,1,1,46,113,Cloud-only,1,6
78285,1,0,100,244,Offline,4,10
78286,1,1,102,286,Cloud-only,3,22
78287,1,0,62,213,Cloud-only,4,31
78288,1,1,67,325,On-premise,3,4
78289,1,0,9,32,On-premise,3,3
78290,1,1,101,354,Offline,1,1
78291,1,0,45,93,Offline,3,12
78292,1,0,29,106,Cloud-only,0,23
78293,0,1,118,357,Offline,1,20
78294,1,0,48,99,Offline,3,34
78295,1,1,63,194,Cloud-only,4,20
78296,1,0,73,167,On-premise,1,25
78297,1,0,27,128,Cloud-only,2,21
78298,1,1,101,494,On-premise,0,8
78299,1,1,111,315,On-premise,4,23
78300,1,1,83,270,Offline,4,35
78301,1,1,80,167,Cloud-only,4,24
78302,1,0,56,261,Offline,0,8
78303,1,1,57,277,Offline,1,6
78304,1,1,59,130,Cloud-only,3,14
78305,1,0,102,372,Cloud-only,4,30
78306,1,0,29,72,Cloud-only,4,24
78307,1,0,1,3,Offline,0,8
78308,1,1,63,213,Cloud-only,3,15
78309,1,1,92,241,Offline,1,19
78310,1,1,77,331,Cloud-only,2,35
78311,1,1,77,185,Offline,2,23
78312,0,0,13,64,Cloud-only,2,3
78313,0,1,96,361,On-premise,1,12
78314,1,0,107,336,On-premise,2,23
78315,0,0,100,459,On-premise,2,35
78316,1,0,73,274,Offline,3,7
78317,1,1,116,425,Cloud-only,3,13
78318,1,1,12,52,On-premise,2,23
78319,0,1,11,54,Cloud-only,4,16
78320,0,0,33,70,Cloud-only,0,10
78321,1,1,61,232,Cloud-only,2,1
78322,1,1,3,7,Cloud-only,0,19
78323,0,1,45,200,Cloud-only,0,22
78324,0,0,75,287,Cloud-only,0,25
78325,1,0,15,57,Offline,0,12
78326,1,1,93,429,Cloud-only,3,23
78327,1,0,40,175,Cloud-only,3,26
78328,0,0,60,124,Offline,2,3
78329,1,0,19,81,Offline,0,20
78330,0,0,14,40,On-premise,3,8
78331,0,0,55,243,Cloud-only,2,5
78332,1,1,115,563,Offline,0,8
78333,1,1,42,97,Cloud-only,2,23
78334,1,1,64,139,Cloud-only,0,30
78335,0,1,57,181,Cloud-only,3,34
78336,1,1,13,60,Cloud-only,4,10
78337,1,0,15,66,Cloud-only,2,20
78338,1,0,97,396,Cloud-only,1,13
78339,1,1,89,409,Offline,3,2
78340,0,1,99,338,Offline,4,2
78341,1,0,71,181,Cloud-only,1,6
78342,0,1,111,268,Cloud-only,0,1
78343,0,1,68,298,Offline,1,14
78344,0,1,100,283,Cloud-only,3,16
78345,1,0,71,168,Cloud-only,0,24
78346,0,1,37,162,Cloud-only,3,21
78347,0,1,61,174,Cloud-only,3,30
78348,1,1,62,256,Offline,4,6
78349,0,1,118,299,Cloud-only,0,22
78350,0,1,106,525,Cloud-only,2,1
78351,0,0,33,146,Cloud-only,1,2
78352,1,0,92,440,Offline,2,8
78353,1,0,37,164,Cloud-only,4,35
78354,1,1,12,45,Cloud-only,3,3
78355,1,1,5,11,Offline,0,3
78356,0,1,116,407,Cloud-only,3,2
78357,1,0,48,191,Cloud-only,4,20
78358,1,1,35,124,Cloud-only,0,12
78359,1,0,112,507,On-premise,2,33
78360,1,1,50,189,Cloud-only,0,3
78361,1,0,114,408,Cloud-only,4,19
78362,0,1,67,191,On-premise,3,29
78363,1,0,27,93,Offline,2,11
78364,1,0,67,153,Cloud-only,2,32
78365,0,0,85,385,Cloud-only,2,5
78366,1,0,5,21,Cloud-only,0,3
78367,1,0,106,336,Cloud-only,3,12
78368,1,0,97,450,Cloud-only,3,5
78369,1,1,105,304,Cloud-only,4,9
78370,1,1,44,110,On-premise,0,32
78371,1,0,93,298,Offline,3,16
78372,1,1,12,33,Offline,1,31
78373,0,0,17,55,Offline,3,2
78374,0,1,43,117,On-premise,3,21
78375,0,0,76,262,Cloud-only,4,19
78376,1,1,46,106,Cloud-only,0,15
78377,1,1,27,67,Cloud-only,0,35
78378,1,0,78,347,Offline,3,14
78379,1,1,112,349,Cloud-only,4,29
78380,1,0,57,116,Offline,4,11
78381,1,0,52,246,Cloud-only,1,27
78382,0,0,105,434,Offline,2,32
78383,1,1,44,172,Offline,1,25
78384,0,0,12,39,Cloud-only,3,31
78385,1,1,62,171,Cloud-only,4,6
78386,0,0,34,144,Offline,4,21
78387,1,0,92,240,Offline,4,18
78388,1,1,18,76,Offline,0,11
78389,1,0,76,333,Cloud-only,4,22
78390,1,1,57,232,Cloud-only,0,18
78391,1,0,4,15,On-premise,1,14
78392,1,0,50,248,Offline,0,23
78393,1,0,65,267,Offline,1,9
78394,1,0,42,157,Cloud-only,3,9
78395,1,0,95,422,Cloud-only,4,19
78396,0,1,97,396,Offline,2,6
78397,0,0,115,383,On-premise,1,17
78398,1,1,37,146,Offline,1,5
78399,1,1,34,107,On-premise,2,20
78400,1,1,37,177,Offline,0,29
78401,0,1,19,51,Cloud-only,3,34
78402,0,0,54,132,Offline,0,21
78403,1,0,3,8,Offline,3,29
78404,1,1,5,12,Cloud-only,2,25
78405,1,1,89,392,Cloud-only,3,23
78406,1,0,5,20,On-premise,2,11
78407,0,1,77,203,Offline,1,2
78408,0,1,97,250,Cloud-only,2,17
78409,1,1,22,60,Offline,0,23
78410,1,1,12,57,Offline,3,28
78411,1,1,75,183,Offline,1,10
78412,0,1,60,215,Cloud-only,2,22
78413,0,0,2,9,Cloud-only,1,31
78414,0,0,62,273,On-premise,4,16
78415,1,1,82,201,Cloud-only,4,20
78416,1,1,94,346,Offline,1,11
78417,0,0,49,200,Offline,2,15
78418,1,0,12,33,Offline,0,1
78419,1,1,79,271,Offline,3,31
78420,1,0,110,323,On-premise,1,31
78421,1,1,82,396,Cloud-only,4,4
78422,0,1,14,50,Cloud-only,1,12
78423,1,1,19,90,Offline,2,35
78424,0,1,8,34,Cloud-only,2,16
78425,1,0,32,115,Cloud-only,0,32
78426,0,1,23,54,Cloud-only,2,6
78427,1,0,27,59,Cloud-only,1,6
78428,1,0,11,24,On-premise,3,5
78429,1,0,10,24,Cloud-only,3,20
78430,0,0,51,188,Cloud-only,0,29
78431,1,1,116,559,Cloud-only,3,27
78432,0,0,81,354,Cloud-only,4,11
78433,1,0,47,213,Cloud-only,0,14
78434,0,0,11,45,Cloud-only,4,35
78435,0,0,89,289,Cloud-only,1,10
78436,0,1,28,110,Offline,2,28
78437,1,0,8,34,On-premise,4,7
78438,1,1,11,54,Offline,4,14
78439,1,0,84,245,Cloud-only,0,28
78440,0,0,6,28,Cloud-only,4,30
78441,1,1,59,175,Offline,0,5
78442,1,1,55,188,Offline,4,14
78443,0,0,70,291,Offline,2,14
78444,0,0,23,59,Cloud-only,3,11
78445,1,0,107,326,Cloud-only,0,25
78446,1,0,94,369,On-premise,0,23
78447,0,0,59,154,On-premise,1,32
78448,0,0,1,2,Cloud-only,2,23
78449,1,1,43,145,Offline,2,28
78450,1,0,18,62,On-premise,0,34
78451,1,1,77,384,Cloud-only,2,27
78452,0,0,104,430,Offline,3,29
78453,1,1,104,385,Cloud-only,1,32
78454,0,1,48,123,Cloud-only,1,8
78455,1,0,76,292,Offline,2,15
78456,0,1,35,111,Cloud-only,0,4
78457,1,0,111,334,Cloud-only,4,32
78458,0,0,73,314,Cloud-only,3,7
78459,1,1,95,200,Offline,3,28
78460,0,1,111,372,Offline,3,16
78461,0,1,38,168,Offline,4,3
78462,0,0,92,275,Offline,3,25
78463,0,1,53,129,Cloud-only,2,27
78464,1,0,91,309,On-premise,0,26
78465,1,1,96,247,On-premise,3,9
78466,0,1,108,412,Offline,1,13
78467,1,1,108,511,Offline,1,31
78468,1,0,73,344,Offline,1,18
78469,0,0,117,360,Cloud-only,3,19
78470,0,0,82,377,Cloud-only,0,6
78471,0,0,61,149,On-premise,2,28
78472,1,1,100,467,Cloud-only,1,28
78473,0,0,105,227,Offline,1,1
78474,0,1,109,396,Offline,0,13
78475,1,0,25,102,Cloud-only,1,30
78476,0,0,61,297,Offline,4,13
78477,1,1,16,69,Offline,1,31
78478,0,0,23,76,On-premise,2,13
78479,0,1,79,335,Cloud-only,0,13
78480,0,0,46,140,Offline,0,31
78481,1,0,7,25,Offline,0,6
78482,0,1,9,22,Cloud-only,4,11
78483,0,0,102,284,Cloud-only,3,7
78484,1,0,1,2,Cloud-only,1,19
78485,0,1,92,363,Cloud-only,1,31
78486,1,1,79,234,Offline,2,15
78487,0,0,38,95,Cloud-only,0,24
78488,1,1,17,65,Cloud-only,2,21
78489,0,1,20,56,Offline,1,21
78490,0,1,41,163,Cloud-only,2,13
78491,1,1,60,198,Cloud-only,1,6
78492,0,0,56,278,Cloud-only,4,6
78493,0,0,96,354,On-premise,2,10
78494,0,0,28,92,Offline,4,13
78495,0,1,106,396,On-premise,4,25
78496,1,0,77,258,Cloud-only,0,6
78497,0,1,56,199,Cloud-only,0,10
78498,1,0,64,155,On-premise,1,30
78499,0,0,64,243,Offline,0,3
78500,1,1,34,136,On-premise,3,13
78501,0,1,92,391,Cloud-only,4,14
78502,0,0,91,320,On-premise,0,17
78503,0,1,17,70,Cloud-only,0,25
78504,1,1,40,132,Cloud-only,0,35
78505,1,1,13,27,Cloud-only,3,8
78506,0,1,10,28,On-premise,1,14
78507,1,1,81,176,On-premise,2,11
78508,0,1,69,296,Cloud-only,1,21
78509,0,1,85,406,Offline,3,1
78510,0,0,79,285,Offline,3,24
78511,1,0,90,316,Offline,3,18
78512,1,0,53,175,Cloud-only,3,27
78513,0,0,83,346,Cloud-only,1,26
78514,1,1,70,310,Offline,4,22
78515,0,1,36,170,Cloud-only,4,18
78516,0,1,87,365,Cloud-only,2,25
78517,1,1,55,250,On-premise,1,1
78518,0,0,31,82,On-premise,1,3
78519,0,1,90,391,Cloud-only,4,33
78520,1,0,38,91,Offline,3,18
78521,1,0,30,129,Offline,4,1
78522,0,0,14,31,Cloud-only,2,34
78523,1,1,7,23,Cloud-only,4,28
78524,1,0,112,278,Cloud-only,3,33
78525,1,0,45,140,On-premise,3,10
78526,0,1,14,65,Cloud-only,1,32
78527,1,0,109,456,Cloud-only,1,30
78528,0,0,115,326,Offline,4,33
78529,1,0,107,408,Cloud-only,0,31
78530,1,0,82,295,Offline,1,13
78531,0,1,111,425,Cloud-only,0,25
78532,1,1,32,73,Cloud-only,2,5
78533,1,1,32,90,Cloud-only,0,8
78534,0,1,106,459,Offline,4,1
78535,0,0,76,226,Cloud-only,1,21
78536,1,1,23,106,Cloud-only,4,34
78537,1,0,9,39,Cloud-only,4,20
78538,0,0,84,348,Offline,1,19
78539,0,0,28,109,On-premise,0,32
78540,0,0,62,255,Cloud-only,4,14
78541,0,0,97,296,Offline,2,31
78542,0,0,100,369,Offline,0,11
78543,0,0,21,78,Offline,4,7
78544,1,0,56,136,Offline,2,24
78545,0,0,43,212,Offline,0,17
78546,0,0,91,338,On-premise,4,11
78547,1,1,62,151,Cloud-only,2,8
78548,1,1,4,12,Cloud-only,2,3
78549,0,1,102,260,Cloud-only,1,29
78550,1,0,85,243,Cloud-only,3,7
78551,1,1,100,292,Offline,3,12
78552,1,1,113,560,On-premise,1,22
78553,1,1,116,268,Cloud-only,2,24
78554,1,1,78,260,Offline,2,32
78555,1,0,62,130,Cloud-only,1,14
78556,1,1,106,496,Cloud-only,2,33
78557,1,0,32,83,Offline,3,19
78558,1,1,8,35,Cloud-only,1,14
78559,0,0,102,226,Cloud-only,1,30
78560,1,0,3,12,Cloud-only,4,3
78561,1,1,114,409,On-premise,4,13
78562,0,0,60,271,Offline,3,17
78563,1,1,41,142,Cloud-only,2,7
78564,0,0,15,72,Offline,0,23
78565,0,1,8,17,Cloud-only,0,26
78566,1,1,71,163,Offline,4,15
78567,0,1,118,322,Cloud-only,1,8
78568,1,1,90,232,Cloud-only,2,20
78569,0,1,5,15,Offline,0,1
78570,1,1,105,350,Offline,3,1
78571,0,1,28,90,Cloud-only,4,25
78572,1,0,7,14,Cloud-only,2,34
78573,0,0,34,98,Cloud-only,2,6
78574,1,1,5,24,On-premise,2,15
78575,1,0,4,11,Offline,1,1
78576,1,1,96,374,Cloud-only,0,14
78577,1,0,63,295,Offline,1,6
78578,1,1,56,114,Cloud-only,3,20
78579,0,0,112,314,Offline,1,9
78580,0,0,118,506,Offline,2,31
78581,1,1,93,450,Cloud-only,0,31
78582,0,0,20,44,Cloud-only,0,30
78583,1,1,80,327,Cloud-only,4,24
78584,0,1,41,129,Cloud-only,2,9
78585,1,1,36,151,On-premise,3,25
78586,1,1,45,118,Cloud-only,3,24
78587,1,0,83,327,On-premise,3,30
78588,0,0,7,30,Cloud-only,4,19
78589,0,0,111,374,Cloud-only,1,8
78590,0,0,8,19,Cloud-only,4,27
78591,0,0,21,95,Offline,2,19
78592,1,1,41,202,Offline,0,15
78593,1,1,100,499,Offline,2,18
78594,1,1,31,86,Cloud-only,2,29
78595,0,0,45,148,Cloud-only,1,32
78596,1,1,75,336,Offline,2,34
78597,1,0,52,176,Cloud-only,0,19
78598,1,0,87,214,Cloud-only,2,1
78599,0,0,16,41,Offline,2,14
78600,0,0,93,313,Cloud-only,1,14
78601,1,1,90,211,On-premise,1,3
78602,0,0,44,206,Offline,0,2
78603,0,1,28,131,Cloud-only,3,15
78604,0,0,22,107,Cloud-only,0,34
78605,0,0,90,336,Cloud-only,1,3
78606,1,1,102,499,Offline,4,6
78607,1,1,27,103,Offline,4,18
78608,1,1,85,397,Cloud-only,2,33
78609,1,0,81,225,Cloud-only,2,1
78610,0,0,67,213,Cloud-only,3,13
78611,1,0,62,271,Offline,2,19
78612,1,0,111,504,On-premise,4,22
78613,1,1,47,107,Cloud-only,1,24
78614,1,0,10,23,Cloud-only,3,29
78615,1,0,91,285,Cloud-only,3,12
78616,1,1,56,154,Cloud-only,1,20
78617,1,1,79,353,Cloud-only,4,9
78618,1,0,5,11,Offline,2,28
78619,1,0,30,146,Cloud-only,2,35
78620,0,0,95,369,Cloud-only,0,27
78621,0,1,15,70,Cloud-only,0,31
78622,1,0,118,452,Offline,4,30
78623,1,0,76,337,Cloud-only,4,33
78624,1,1,55,111,Cloud-only,0,25
78625,0,1,110,270,On-premise,4,8
78626,1,1,80,352,Cloud-only,1,7
78627,1,0,47,165,Cloud-only,2,4
78628,0,0,23,103,Cloud-only,1,22
78629,0,1,68,145,Offline,4,35
78630,0,0,29,81,Offline,3,23
78631,1,1,17,51,Cloud-only,1,25
78632,0,1,28,65,Cloud-only,0,17
78633,1,0,117,450,Offline,2,22
78634,1,1,76,164,Offline,2,28
78635,1,1,67,220,Cloud-only,1,21
78636,1,1,107,229,Cloud-only,3,5
78637,1,1,56,189,Cloud-only,0,13
78638,1,0,39,94,Cloud-only,1,26
78639,0,1,28,70,Cloud-only,1,12
78640,0,0,56,200,Cloud-only,2,10
78641,1,1,38,76,Offline,4,33
78642,1,1,13,47,Cloud-only,1,26
78643,1,0,95,364,Offline,4,22
78644,0,0,118,406,Cloud-only,3,11
78645,1,1,7,24,On-premise,2,24
78646,0,0,115,438,Cloud-only,2,19
78647,1,1,34,143,Cloud-only,2,14
78648,1,0,49,229,Offline,4,9
78649,1,0,28,130,Cloud-only,4,16
78650,0,0,97,325,Cloud-only,2,5
78651,1,1,11,25,Offline,0,15
78652,1,0,40,195,Cloud-only,3,23
78653,1,1,16,33,On-premise,3,18
78654,0,0,73,280,Cloud-only,2,9
78655,1,1,97,272,Cloud-only,3,35
78656,1,0,6,28,Cloud-only,2,29
78657,0,0,74,195,Offline,3,3
78658,1,1,57,249,Cloud-only,2,31
78659,0,1,104,215,Offline,0,19
78660,1,0,99,483,Cloud-only,4,24
78661,0,0,20,51,Cloud-only,0,8
78662,0,0,49,194,Offline,2,26
78663,1,1,65,202,Cloud-only,2,11
78664,0,0,83,383,On-premise,1,25
78665,1,1,96,389,Offline,0,12
78666,1,1,12,51,On-premise,2,32
78667,0,0,114,306,Cloud-only,3,15
78668,0,0,66,315,Offline,2,21
78669,1,0,92,333,Offline,1,10
78670,1,0,22,45,Cloud-only,4,4
78671,1,0,40,122,Offline,1,1
78672,1,0,3,12,Offline,1,32
78673,1,0,74,193,On-premise,1,5
78674,0,1,15,44,Offline,2,8
78675,1,1,24,72,Cloud-only,3,33
78676,1,1,45,145,Cloud-only,1,14
78677,0,1,114,525,Cloud-only,0,26
78678,0,1,3,6,On-premise,4,21
78679,1,1,47,155,On-premise,4,6
78680,0,1,34,98,Offline,2,20
78681,1,1,41,89,Cloud-only,2,7
78682,1,0,35,124,Cloud-only,3,8
78683,1,0,101,258,Offline,3,21
78684,1,0,113,343,Cloud-only,1,25
78685,0,1,105,467,Offline,4,30
78686,0,0,89,285,Cloud-only,1,4
78687,0,0,32,66,Cloud-only,1,14
78688,1,0,25,63,On-premise,0,17
78689,0,1,96,285,Cloud-only,4,21
78690,1,1,23,66,Cloud-only,2,30
78691,0,1,96,375,Offline,3,32
78692,1,1,19,81,On-premise,1,8
78693,1,1,26,55,Cloud-only,3,28
78694,1,0,68,147,Cloud-only,4,4
78695,0,0,29,131,Cloud-only,3,25
78696,1,1,45,118,Cloud-only,2,4
78697,1,0,113,561,Offline,4,12
78698,1,1,99,405,On-premise,2,6
78699,1,0,95,349,On-premise,1,5
78700,1,1,10,26,Cloud-only,4,16
78701,1,0,48,163,Offline,2,32
78702,0,1,85,205,On-premise,4,3
78703,0,0,114,313,On-premise,3,4
78704,1,0,48,121,On-premise,3,32
78705,0,1,114,345,On-premise,3,7
78706,1,1,70,272,Cloud-only,4,35
78707,1,0,67,320,Cloud-only,2,20
78708,1,1,64,155,Offline,1,9
78709,0,1,6,19,Cloud-only,1,6
78710,1,0,27,98,Cloud-only,4,16
78711,1,1,63,297,Cloud-only,0,7
78712,1,1,61,140,Offline,4,11
78713,1,0,34,130,Offline,2,4
78714,0,1,86,413,Cloud-only,0,16
78715,1,1,105,225,Cloud-only,1,21
78716,1,0,56,134,Offline,1,5
78717,1,0,83,203,Cloud-only,4,8
78718,0,1,55,236,Cloud-only,2,3
78719,1,1,104,458,Offline,3,29
78720,1,1,9,28,Cloud-only,2,2
78721,1,0,19,93,Cloud-only,0,29
78722,1,0,36,112,Offline,4,21
78723,1,0,29,140,On-premise,1,3
78724,0,0,38,143,Offline,1,25
78725,1,0,45,148,Offline,3,3
78726,1,0,39,134,Offline,2,21
78727,0,0,64,128,Cloud-only,3,28
78728,1,0,111,349,Cloud-only,4,9
78729,0,0,50,213,Cloud-only,2,22
78730,0,0,68,329,Cloud-only,0,10
78731,1,0,70,209,Cloud-only,0,29
78732,1,1,88,240,Cloud-only,4,17
78733,0,0,78,198,Cloud-only,1,2
78734,1,1,42,193,Cloud-only,2,30
78735,0,1,42,155,Offline,3,25
78736,0,0,118,338,Cloud-only,2,18
78737,1,0,23,73,Cloud-only,3,26
78738,1,1,96,399,Offline,0,32
78739,1,0,97,327,Cloud-only,1,3
78740,1,0,24,78,On-premise,1,8
78741,0,0,41,121,On-premise,1,17
78742,1,1,117,512,Cloud-only,0,17
78743,1,1,16,55,Cloud-only,3,15
78744,1,1,77,193,Cloud-only,1,24
78745,1,1,10,34,Cloud-only,0,13
78746,0,1,82,209,Offline,3,8
78747,1,0,61,192,Offline,3,33
78748,0,0,42,146,Cloud-only,4,29
78749,1,1,68,223,Cloud-only,3,19
78750,1,1,87,229,Cloud-only,1,14
78751,0,0,70,299,Offline,1,23
78752,1,0,118,335,Cloud-only,1,13
78753,1,0,56,173,Cloud-only,2,17
78754,0,1,51,137,Cloud-only,3,5
78755,0,0,75,227,Offline,3,19
78756,0,1,89,280,Cloud-only,3,21
78757,1,0,12,34,Cloud-only,0,10
78758,1,1,77,211,Cloud-only,3,23
78759,1,1,22,49,Cloud-only,4,22
78760,1,0,112,413,Cloud-only,4,34
78761,0,0,109,241,Cloud-only,1,12
78762,1,0,39,104,Cloud-only,3,26
78763,0,1,82,379,On-premise,3,34
78764,0,1,6,14,Cloud-only,3,34
78765,1,0,107,317,Offline,1,26
78766,1,1,119,285,Cloud-only,1,10
78767,0,1,14,40,Cloud-only,2,19
78768,1,0,90,366,Cloud-only,4,2
78769,0,1,27,88,Cloud-only,3,35
78770,0,1,9,22,Cloud-only,1,25
78771,1,1,105,287,Cloud-only,3,14
78772,1,1,59,250,On-premise,2,33
78773,1,0,5,24,On-premise,3,7
78774,1,0,18,89,Cloud-only,4,5
78775,0,1,97,373,Cloud-only,3,22
78776,0,1,113,525,Cloud-only,2,14
78777,1,0,71,244,On-premise,1,25
78778,0,0,38,128,Cloud-only,2,27
78779,0,0,63,219,Offline,1,8
78780,1,1,21,75,On-premise,1,35
78781,0,1,72,229,Cloud-only,1,24
78782,1,0,62,294,Cloud-only,3,4
78783,1,0,100,259,Cloud-only,4,32
78784,0,0,58,279,Cloud-only,1,24
78785,1,0,90,351,Cloud-only,3,26
78786,1,1,33,101,Offline,3,13
78787,0,0,66,141,Cloud-only,0,10
78788,1,0,92,434,Cloud-only,2,13
78789,0,1,52,120,Cloud-only,4,7
78790,1,0,71,215,Offline,4,19
78791,1,1,91,347,Cloud-only,2,18
78792,1,0,51,163,On-premise,3,3
78793,1,1,19,79,Cloud-only,3,3
78794,1,1,99,257,On-premise,1,26
78795,0,1,62,254,On-premise,1,27
78796,1,0,25,81,Offline,1,32
78797,0,1,62,260,Offline,2,7
78798,1,1,22,105,Cloud-only,4,24
78799,1,1,58,276,Cloud-only,3,35
78800,0,1,26,63,Cloud-only,0,24
78801,0,1,13,27,On-premise,3,20
78802,1,1,54,207,On-premise,3,3
78803,1,1,21,56,Cloud-only,1,26
78804,1,1,1,4,Cloud-only,3,33
78805,1,0,98,208,Cloud-only,1,11
78806,0,0,58,202,On-premise,4,5
78807,0,0,76,249,Cloud-only,4,29
78808,0,0,50,235,Cloud-only,0,15
78809,1,0,68,192,Cloud-only,3,26
78810,0,1,38,108,Cloud-only,3,19
78811,1,0,94,278,Offline,0,34
78812,1,0,96,358,Cloud-only,0,29
78813,0,0,63,154,Offline,4,22
78814,0,1,16,32,Cloud-only,1,12
78815,1,1,90,386,Offline,0,14
78816,1,0,47,147,Cloud-only,4,12
78817,1,1,55,112,Cloud-only,3,20
78818,1,1,9,29,Offline,3,19
78819,0,1,48,210,Cloud-only,0,3
78820,1,1,39,151,Cloud-only,0,1
78821,1,0,85,302,Cloud-only,4,24
78822,1,1,47,94,Cloud-only,1,4
78823,0,1,109,437,On-premise,3,30
78824,0,0,69,213,On-premise,3,9
78825,0,1,100,315,Offline,4,29
78826,0,1,31,97,Offline,2,16
78827,0,1,116,549,Offline,0,7
78828,0,1,17,44,Offline,0,28
78829,1,0,46,117,Offline,2,15
78830,1,0,28,95,Offline,1,24
78831,0,1,92,367,On-premise,2,31
78832,1,0,69,250,On-premise,1,14
78833,0,1,28,132,Offline,0,2
78834,1,1,78,378,On-premise,2,3
78835,1,0,42,176,Cloud-only,2,22
78836,1,0,41,171,Offline,1,15
78837,0,1,34,151,Offline,2,19
78838,0,0,59,170,Cloud-only,3,14
78839,1,0,17,60,Offline,3,22
78840,1,1,74,237,Offline,2,2
78841,0,1,27,121,Offline,0,34
78842,1,1,104,412,Offline,2,10
78843,0,0,34,96,Offline,0,29
78844,1,0,22,81,Cloud-only,3,13
78845,1,1,26,69,On-premise,0,7
78846,0,1,96,320,Offline,1,30
78847,1,0,45,184,Offline,0,1
78848,0,0,49,168,On-premise,4,18
78849,1,1,30,65,Cloud-only,0,9
78850,1,0,1,2,Offline,0,7
78851,1,1,9,41,Cloud-only,3,35
78852,1,0,109,324,Cloud-only,2,30
78853,1,1,75,232,Offline,1,18
78854,1,1,113,427,Cloud-only,4,34
78855,1,0,107,311,Cloud-only,4,16
78856,1,1,73,269,On-premise,2,3
78857,1,1,54,206,Offline,0,18
78858,0,1,109,304,Offline,0,1
78859,1,1,14,28,Offline,2,33
78860,1,1,87,421,Cloud-only,0,4
78861,1,0,41,178,Offline,1,8
78862,0,1,71,162,On-premise,1,25
78863,0,1,103,262,Cloud-only,4,2
78864,1,1,69,258,Offline,0,16
78865,0,0,104,236,Offline,0,6
78866,0,1,38,187,On-premise,2,6
78867,1,0,100,489,On-premise,3,21
78868,0,0,14,39,Cloud-only,4,3
78869,1,0,42,125,Offline,2,6
78870,0,0,6,15,Cloud-only,0,7
78871,0,0,41,201,Cloud-only,0,13
78872,1,1,49,197,Cloud-only,0,20
78873,1,0,66,259,On-premise,1,26
78874,1,1,110,412,Offline,0,26
78875,0,0,107,487,Cloud-only,0,19
78876,1,1,75,255,Offline,1,23
78877,1,1,25,54,On-premise,4,25
78878,0,1,16,51,Offline,4,26
78879,1,0,101,309,Cloud-only,3,29
78880,0,0,31,78,Cloud-only,3,1
78881,1,1,106,381,Offline,2,12
78882,1,1,40,137,Offline,3,5
78883,1,1,91,343,Cloud-only,3,31
78884,1,1,11,23,Cloud-only,1,1
78885,1,0,54,259,Cloud-only,3,28
78886,1,1,65,259,Cloud-only,0,34
78887,1,1,47,204,Cloud-only,4,34
